Rank,Title,Best Quartile,Publisher,Core Collection
8157,International Journal of General Systems,Q2,Taylor & Francis Ltd,Science Citation Index Expanded
8158,Agriculture (Switzerland),Q2,,
8159,Primary Health Care Research and Development,Q1,Cambridge Univ Press,Science Citation Index Expanded
8160,European Journal of Criminology,Q1,Sage Publications Ltd,Social Sciences Citation Index
8161,International Journal of Constitutional Law,Q1,,
8162,Journal of Immigrant and Refugee Studies,Q1,,
8163,Electronic Communications in Probability,Q2,Inst Mathematical Statistics-Ims,Science Citation Index Expanded
8164,Canadian Journal of Earth Sciences,Q2,Canadian Science Publishing,Science Citation Index Expanded
8165,Journal of Personnel Psychology,Q2,Hogrefe Publishing Corp,Social Sciences Citation Index
8166,Journal of Information Technology Education:Research,Q2,,
8167,Journal of Genetic Engineering and Biotechnology,Q2,Springernature,Emerging Sources Citation Index
8168,Acta Otorhinolaryngologica Italica,Q2,Pacini Editore,Science Citation Index Expanded
8169,Bone Reports,Q2,Elsevier,Emerging Sources Citation Index
8170,Current Pathobiology Reports,Q2,,
8171,Dermatologic Surgery,Q2,Lippincott Williams & Wilkins,Science Citation Index Expanded
8172,BioMetals,Q1,Springer,Science Citation Index Expanded
8173,Animal Reproduction Science,Q1,Elsevier,Science Citation Index Expanded
8174,Comparative Biochemistry and Physiology - B Biochemistry and Molecular Biology,Q1,,
8175,Field Methods,Q1,Sage Publications Inc,Social Sciences Citation Index
8176,Information Development,Q1,Sage Publications Ltd,Social Sciences Citation Index
8177,Physica E: Low-Dimensional Systems and Nanostructures,Q2,,
8178,International Journal of Environmental Research,Q2,Springer Int Publ Ag,Science Citation Index Expanded
8179,Ramanujan Journal,Q2,Springer,Science Citation Index Expanded
8180,Photodermatology Photoimmunology and Photomedicine,Q2,,
8181,Viral Immunology,Q3,Mary Ann Liebert,Science Citation Index Expanded
8182,Agricultural and Forest Entomology,Q1,Wiley,Science Citation Index Expanded
8183,Wood Science and Technology,Q1,Springer,Science Citation Index Expanded
8184,Journal of Dental Education,Q2,Wiley,Science Citation Index Expanded
8185,Recent Patents on Anti-Cancer Drug Discovery,Q2,Bentham Science Publ Ltd,Science Citation Index Expanded
8186,Reviews in Analytical Chemistry,Q2,De Gruyter Poland Sp Z O O,Science Citation Index Expanded
8187,"European Journal of Mechanics, B/Fluids",Q2,,
8188,Journal of Optics (United Kingdom),Q2,,
8189,Journal of Education and Work,Q2,Routledge Journals,Emerging Sources Citation Index
8190,Journal of the Institute of Brewing,Q2,Inst Brewing,Science Citation Index Expanded
8191,Review of Symbolic Logic,Q1,Cambridge Univ Press,Science Citation Index Expanded | Arts & Humanities Citation Index
8192,Focaal,Q1,,
8193,Journal of Ethnobiology,Q1,Sage Publications Inc,Science Citation Index Expanded | Social Sciences Citation Index
8194,Social Semiotics,Q1,Routledge Journals,Social Sciences Citation Index | Arts & Humanities Citation Index
8195,Thunderbird International Business Review,Q1,Wiley,Emerging Sources Citation Index
8196,Probability in the Engineering and Informational Sciences,Q2,Cambridge Univ Press,Science Citation Index Expanded
8197,Australasian Journal on Ageing,Q2,Wiley,Science Citation Index Expanded | Social Sciences Citation Index
8198,Parasitology International,Q2,Elsevier Ireland Ltd,Science Citation Index Expanded
8199,Ironmaking and Steelmaking,Q2,,
8200,Journal of Special Education Technology,Q2,Sage Publications Inc,Social Sciences Citation Index
8201,Acarologia,Q2,Acarologia-Universite Paul Valery,Science Citation Index Expanded
8202,Annales des Telecommunications/Annals of Telecommunications,Q2,,
8203,BioTechniques,Q2,Future Sci Ltd,Science Citation Index Expanded
8204,International Journal for Lesson and Learning Studies,Q2,Emerald Group Publishing Ltd,Social Sciences Citation Index
8205,Qualitative Research Journal,Q2,Emerald Group Publishing Ltd,Emerging Sources Citation Index
8206,Pathology International,Q2,Wiley,Science Citation Index Expanded
8207,European Cytokine Network,Q3,John Libbey Eurotext Ltd,Science Citation Index Expanded
8208,Journal of Strategic Studies,Q1,Routledge Journals,Social Sciences Citation Index
8209,Korean Journal of Orthodontics,Q2,Korean Assoc Orthodontists,Science Citation Index Expanded
8210,Data and Knowledge Engineering,Q2,,
8211,Environmental and Ecological Statistics,Q2,Springer,Science Citation Index Expanded
8212,Psychogeriatrics,Q2,Wiley,Science Citation Index Expanded
8213,Journal of Biological Inorganic Chemistry,Q2,Springer,Science Citation Index Expanded
8214,Dreaming,Q2,Educational Publishing Foundation-American Psychological Assoc,Social Sciences Citation Index
8215,Technology Innovation Management Review,Q2,Carleton Univ Graphic Services,Emerging Sources Citation Index
8216,Results in Mathematics,Q2,Springer Basel Ag,Science Citation Index Expanded
8217,Food Science of Animal Resources,Q2,Korean Soc Food Science Animal Resources,Science Citation Index Expanded
8218,Tropical Plant Pathology,Q2,Springer,Science Citation Index Expanded
8219,International Journal of Sustainable Engineering,Q2,Taylor & Francis Ltd,Emerging Sources Citation Index
8220,Communication Quarterly,Q2,Routledge Journals,Emerging Sources Citation Index
8221,Educational Research and Evaluation,Q2,Routledge Journals,Emerging Sources Citation Index
8222,Journal of Ambulatory Care Management,Q2,Lippincott Williams & Wilkins,Emerging Sources Citation Index
8223,Thoracic Surgery Clinics,Q2,W B Saunders Co-Elsevier Inc,Science Citation Index Expanded
8224,Acta Veterinaria Scandinavica,Q1,Bmc,Science Citation Index Expanded
8225,Global Journal of Environmental Science and Management,Q1,,
8226,Journal of Multicultural Discourses,Q1,Routledge Journals,Emerging Sources Citation Index
8227,Journal of Applied Research on Medicinal and Aromatic Plants,Q2,Elsevier,Science Citation Index Expanded
8228,Journal of Chemical Education,Q2,Amer Chemical Soc,Science Citation Index Expanded
8229,Parasite Immunology,Q2,Wiley,Science Citation Index Expanded
8230,Steel Construction,Q2,,
8231,Journal of Ocean Engineering and Science,Q2,Elsevier,Science Citation Index Expanded
8232,Transactions of the American Fisheries Society,Q2,Wiley,Science Citation Index Expanded
8233,"ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems, Part A: Civil Engineering",Q2,,
8234,"Pediatric Gastroenterology, Hepatology and Nutrition",Q2,,
8235,Seminars in Dialysis,Q2,Wiley,Science Citation Index Expanded
8236,"Medicine, Health Care and Philosophy",Q1,,
8237,"Plant Cell, Tissue and Organ Culture",Q1,,
8238,Audiology and Neuro-Otology,Q2,Karger,Science Citation Index Expanded
8239,Biofouling,Q2,Taylor & Francis Ltd,Science Citation Index Expanded
8240,International Journal of Computational Intelligence Systems,Q2,Springernature,Science Citation Index Expanded
8241,International Journal of Number Theory,Q2,World Scientific Publ Co Pte Ltd,Science Citation Index Expanded
8242,Theoretical Biology and Medical Modelling,Q2,,
8243,Anatomical Record,Q2,,
8244,Marine and Coastal Fisheries,Q2,Wiley,Science Citation Index Expanded
8245,Journal of Biomedical Materials Research - Part B Applied Biomaterials,Q2,,
8246,Andrologia,Q2,Wiley,Science Citation Index Expanded
8247,International Journal of Pediatric Otorhinolaryngology,Q2,Elsevier Ireland Ltd,Science Citation Index Expanded
8248,International Urology and Nephrology,Q2,Springer,Science Citation Index Expanded
8249,Journal of Asthma,Q2,Taylor & Francis Ltd,Science Citation Index Expanded
8250,Tissue and Cell,Q2,,
8251,Multimedia Systems,Q1,Springer,Science Citation Index Expanded
8252,Hispanic Journal of Behavioral Sciences,Q1,Sage Publications Inc,Social Sciences Citation Index
8253,British Journal of Oral and Maxillofacial Surgery,Q2,,
8254,European Journal of Oral Sciences,Q2,Wiley,Science Citation Index Expanded
8255,Macromolecular Chemistry and Physics,Q2,Wiley-V C H Verlag Gmbh,Science Citation Index Expanded
8256,Review of Quantitative Finance and Accounting,Q2,Springer,Emerging Sources Citation Index
8257,Regional Science Policy and Practice,Q2,Wiley,Emerging Sources Citation Index
8258,Stochastics and Dynamics,Q2,World Scientific Publ Co Pte Ltd,Science Citation Index Expanded
8259,ACM Transactions on Storage,Q2,Assoc Computing Machinery,Science Citation Index Expanded
8260,Journal of Applied Poultry Research,Q2,Elsevier,Science Citation Index Expanded
8261,Neotropical Entomology,Q2,Entomological Soc Brasil,Science Citation Index Expanded
8262,Asia Pacific Journal of Public Administration,Q2,Routledge Journals,Emerging Sources Citation Index
8263,Children and Schools,Q2,,
8264,Paediatric Anaesthesia,Q2,,
8265,Trends in Psychiatry and Psychotherapy,Q2,Assoc Psiquiatria Rio Grande Sul,Emerging Sources Citation Index
8266,Cognitive Neuroscience,Q3,Routledge Journals,Science Citation Index Expanded
8267,Journal of Hospice and Palliative Nursing,Q1,,
8268,Microscopy Research and Technique,Q1,Wiley,Science Citation Index Expanded
8269,World Trade Review,Q1,Cambridge Univ Press,Social Sciences Citation Index
8270,Nursing Research,Q2,Lippincott Williams & Wilkins,Science Citation Index Expanded | Social Sciences Citation Index
8271,Theoretical and Applied Mechanics Letters,Q2,Elsevier,Emerging Sources Citation Index
8272,Autism and Developmental Language Impairments,Q2,,
8273,Journal of Ambient Intelligence and Smart Environments,Q2,Ios Press,Science Citation Index Expanded
8274,Aquaculture Research,Q2,Wiley,Science Citation Index Expanded
8275,Current Stem Cell Research and Therapy,Q2,,
8276,European Journal of Pediatric Surgery,Q2,Georg Thieme Verlag Kg,Science Citation Index Expanded
8277,Memorias do Instituto Oswaldo Cruz,Q2,Fundaco Oswaldo Cruz,Science Citation Index Expanded
8278,Journal of Toxicology and Environmental Health - Part A: Current Issues,Q3,,
8279,Molecular and Cellular Probes,Q3,Academic Press Ltd- Elsevier Science Ltd,Science Citation Index Expanded
8280,Molecular Genetics and Metabolism Reports,Q3,Elsevier,Science Citation Index Expanded
8281,Historical Biology,Q1,Taylor & Francis Ltd,Science Citation Index Expanded
8282,World Journal of Traditional Chinese Medicine,Q1,Wolters Kluwer Medknow Publications,Emerging Sources Citation Index
8283,Journal of Industrial Textiles,Q2,Sage Publications Inc,Science Citation Index Expanded
8284,Pharmacology,Q2,Karger,Science Citation Index Expanded
8285,Zeitschrift fur Wirtschaftsgeographie,Q2,,
8286,Europe's Journal of Psychology,Q2,,
8287,Mammal Research,Q2,Springer Heidelberg,Science Citation Index Expanded
8288,Radiologic Clinics of North America,Q2,W B Saunders Co-Elsevier Inc,Science Citation Index Expanded
8289,South African Medical Journal,Q2,,
8290,Thoracic and Cardiovascular Surgeon,Q2,Georg Thieme Verlag Kg,Science Citation Index Expanded
8291,Clinical Respiratory Journal,Q3,Wiley,Science Citation Index Expanded
8292,Japan and the World Economy,Q1,Elsevier,Social Sciences Citation Index
8293,Journal of Bisexuality,Q1,Routledge Journals,Emerging Sources Citation Index
8294,Personal Relationships,Q1,Wiley,Social Sciences Citation Index
8295,"Food Additives and Contaminants - Part A Chemistry, Analysis, Control, Exposure and Risk Assessment",Q2,,
8296,Journal of Raman Spectroscopy,Q2,Wiley,Science Citation Index Expanded
8297,Journal of Materials Research,Q2,Springer Heidelberg,Science Citation Index Expanded
8298,"Journal of Vacuum Science and Technology A: Vacuum, Surfaces and Films",Q2,,
8299,Review of Scientific Instruments,Q2,Aip Publishing,Science Citation Index Expanded
8300,Childhood,Q2,,
8301,International Journal for Numerical Methods in Biomedical Engineering,Q2,Wiley,Science Citation Index Expanded
8302,International Journal of Advanced Robotic Systems,Q2,Sage Publications Inc,Science Citation Index Expanded
8303,Primates,Q2,Springer Japan Kk,Science Citation Index Expanded
8304,Gender Issues,Q2,Springer,Emerging Sources Citation Index
8305,Urban Planning,Q2,Cogitatio Press,Emerging Sources Citation Index
8306,Annals of Clinical Biochemistry,Q2,Sage Publications Inc,Science Citation Index Expanded
8307,Annals of Pediatric Endocrinology and Metabolism,Q2,,
8308,Japanese Journal of Radiology,Q2,Springer,Science Citation Index Expanded
8309,Journal of Early Intervention,Q2,Sage Publications Inc,Social Sciences Citation Index
8310,Saudi Journal of Anaesthesia,Q2,Wolters Kluwer Medknow Publications,Emerging Sources Citation Index
8311,Husserl Studies,Q1,Springer,Arts & Humanities Citation Index
8312,Journal of Public Economic Theory,Q1,Wiley,Social Sciences Citation Index
8313,International Transactions on Electrical Energy Systems,Q2,Wiley-Hindawi,Science Citation Index Expanded
8314,Fluid Phase Equilibria,Q2,Elsevier,Science Citation Index Expanded
8315,Journal of Food Process Engineering,Q2,Wiley,Science Citation Index Expanded
8316,Archiv der Pharmazie,Q2,Wiley-V C H Verlag Gmbh,Science Citation Index Expanded
8317,Journal of Applied Polymer Science,Q2,Wiley,Science Citation Index Expanded
8318,Journal of Magnetism and Magnetic Materials,Q2,Elsevier,Science Citation Index Expanded
8319,Austral Ecology,Q2,Wiley,Science Citation Index Expanded
8320,"Journal of Health, Population and Nutrition",Q2,,
8321,Soil Science and Plant Nutrition,Q2,Taylor & Francis Ltd,Science Citation Index Expanded
8322,"Journal of Fluids Engineering, Transactions of the ASME",Q2,,
8323,Seminars in Vascular Surgery,Q2,W B Saunders Co-Elsevier Inc,Science Citation Index Expanded
8324,Latin American Research Review,Q1,Cambridge Univ Press,Social Sciences Citation Index
8325,Statistical Methods and Applications,Q2,Springer Heidelberg,Science Citation Index Expanded
8326,European Physical Journal Plus,Q2,Springer Heidelberg,Science Citation Index Expanded
8327,Drug Metabolism and Pharmacokinetics,Q2,Japanese Soc Study Xenobiotics,Science Citation Index Expanded
8328,Gels,Q2,Mdpi,Science Citation Index Expanded
8329,Water Science and Technology,Q2,Iwa Publishing,Science Citation Index Expanded
8330,Geometriae Dedicata,Q2,Springer,Science Citation Index Expanded
8331,Plant Pathology Journal,Q2,Korean Soc Plant Pathology,Science Citation Index Expanded
8332,Advances in Concrete Construction,Q2,Techno-Press,Science Citation Index Expanded
8333,"ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems, Part B: Mechanical Engineering",Q2,,
8334,Cancer Control,Q2,Sage Publications Inc,Science Citation Index Expanded
8335,Current Genomics,Q3,Bentham Science Publ Ltd,Science Citation Index Expanded
8336,Spirituality in Clinical Practice,Q1,Educational Publishing Foundation-American Psychological Assoc,Emerging Sources Citation Index
8337,American Historical Review,Q1,Oxford Univ Press,Social Sciences Citation Index | Arts & Humanities Citation Index
8338,Archival Science,Q1,Springer,Emerging Sources Citation Index
8339,Heritage Science,Q1,Springer,Science Citation Index Expanded | Arts & Humanities Citation Index
8340,Facilities,Q1,Emerald Group Publishing Ltd,Emerging Sources Citation Index
8341,European Journal of Risk Regulation,Q1,Cambridge Univ Press,Emerging Sources Citation Index
8342,Journal of Latin American and Caribbean Anthropology,Q1,Wiley,Social Sciences Citation Index
8343,Oral Radiology,Q2,Springer,Science Citation Index Expanded
8344,Journal of Separation Science,Q2,Wiley-V C H Verlag Gmbh,Science Citation Index Expanded
